,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
110,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",FORMILIX INDUSTRIA E COMERCIO LTDA,3.09744-3,FORMILIX,5351.440796/2020-32,3.9744.0001.001-9,,04/2030,FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO,24 Meses,3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4803368/21-0,None
111,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",GOJO AMÉRICA LATINA LTDA,3.08113-7,PURELL DESINFETANTE MULTI-SUPERFÍCIES,5351.190942/2021-54,3.8113.0001.001-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO DE PLÁSTICO TRANSLÚCIDO-SPRAY + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
112,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",GOJO AMÉRICA LATINA LTDA,3.08113-7,PURELL DESINFETANTE MULTI-SUPERFÍCIES,5351.190942/2021-54,3.8113.0001.002-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO DE PLÁSTICO TRANSLÚCIDO-REFIL + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
113,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",GROW QUIMICA E FARMACEUTICA LTDA.,3.04407-8,PROACTION AS 130 7E,5351.040724/2016-62,3.4407.0013.001-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,07/2026,FRASCO DE PLASTICO OPACO,36 Meses,3222020 DETERGENTE ENZIMÁTICO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4715063/21-2,None
114,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",GROW QUIMICA E FARMACEUTICA LTDA.,3.04407-8,PROACTION AS 130 7E,5351.040724/2016-62,3.4407.0013.002-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,07/2026,FRASCO,36 Meses,3222020 DETERGENTE ENZIMÁTICO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4715063/21-2,None
115,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",GROW QUIMICA E FARMACEUTICA LTDA.,3.04407-8,PROACTION AS 130 7E,5351.040724/2016-62,3.4407.0013.003-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,07/2026,GALAO PLASTICO,36 Meses,3222020 DETERGENTE ENZIMÁTICO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4715063/21-2,None
116,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIA DE PRODUTOS DE LIMPEZA D SUPER LTDA,3.03581-1,DESINCRUSTANTE SUPER ATIVADO,5351.530310/2019-13,3.3581.0036.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,10/2024,BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO,12 Meses,3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4549153/21-1,None
117,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIA DE PRODUTOS DE LIMPEZA D SUPER LTDA,3.03581-1,DETERGENTE EM PÓ SUPER 3000,5351.695671/2019-12,3.3581.0037.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,04/2030,SACO PLASTICO + ACONDICIONAMENTO NAO PREVISTO NA TABELA,12 Meses,3103071 DETERGENTE PARA LAVAR ROUPAS,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4549131/21-7,DESINCRUSTANTE SUPER ATIVADO
118,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIA DE PRODUTOS DE LIMPEZA D SUPER LTDA,3.03581-1,DESEN XL 7.500 SUPER,5351.707877/2014-27,3.3581.0025.001-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,02/2025,BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,12 Meses,3211042 DETERGENTE DESENGORDURANTE,396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante,4549152/21-4,DESEN XL 7.500 SUPER
119,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDUSTRIA MISSIATO DE BEBIDAS LTDA,3.05807-6,ÁLCOOL ANHANGUERA,5351.501960/2015-25,3.5807.0001.001-3,,09/2025,FRASCO + CAIXA DE PAPELAO,24 Meses,3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4231288/21-6,None
120,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDUSTRIA QUIMICA GAUCHA LTDA - ME,3.07616-9,PREMIUM EDX,5351.010997/2022-71,3.7616.0007.001-0,PRODUTO DE VENDA LIVRE,01/2032,VERSÃO 1 + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205045 DESINFETANTE PARA PISCINAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
121,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIAS REUNIDAS RAYMUNDO DA FONTE S/A,3.00693-1,MULTIUSO BRILUX,5351.007142/2022-62,3.0693.0122.001-1,PRODUTO DE VENDA LIVRE,01/2032,LARANJA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222021 LIMPADOR DE USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
122,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIAS REUNIDAS RAYMUNDO DA FONTE S/A,3.00693-1,MULTIUSO BRILUX,5351.007142/2022-62,3.0693.0122.002-1,PRODUTO DE VENDA LIVRE,01/2032,LAVANDA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222021 LIMPADOR DE USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
123,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIAS REUNIDAS RAYMUNDO DA FONTE S/A,3.00693-1,MULTIUSO BRILUX,5351.007142/2022-62,3.0693.0122.003-8,PRODUTO DE VENDA LIVRE,01/2032,LIMÃO + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222021 LIMPADOR DE USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
124,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIAS REUNIDAS RAYMUNDO DA FONTE S/A,3.00693-1,MULTIUSO BRILUX,5351.007142/2022-62,3.0693.0122.004-6,PRODUTO DE VENDA LIVRE,01/2032,TERNURA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222021 LIMPADOR DE USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
125,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INDÚSTRIAS REUNIDAS RAYMUNDO DA FONTE S/A,3.00693-1,MULTIUSO BRILUX,5351.007142/2022-62,3.0693.0122.005-4,PRODUTO DE VENDA LIVRE,01/2032,TRADICIONAL + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3222021 LIMPADOR DE USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
126,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INFINITY CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09381-9,INFINITY CLOR 70,5351.040726/2021-69,3.9381.0019.001-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,08/2031,VERSÃO 1 + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222049 DESINFETANTE PARA TECIDOS E ROUPAS,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4855761/21-4,None
127,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INFINITY CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09381-9,INFINITY CLOR 70,5351.040726/2021-69,3.9381.0019.002-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,08/2031,VERSÃO 1 + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222049 DESINFETANTE PARA TECIDOS E ROUPAS,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4855761/21-4,None
128,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INFINITY CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,3.09381-9,INFINITY CLOR 70,5351.040726/2021-69,3.9381.0019.003-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,08/2031,VERSÃO 1 + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3222049 DESINFETANTE PARA TECIDOS E ROUPAS,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4855761/21-4,None
129,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INSETIMAX INDUSTRIA QUIMICA EIRELI,3.02781-6,Newtrine,5351.500871/2021-11,3.2781.0089.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO DE PLASTICO OPACO + CAIXA DE CARTOLINA,24 Meses,3206025 INSETICIDA PARA EMPRESAS ESPECIALIZADAS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
130,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",INTERFINA AGROQUIMICA LTDA-EPP,3.05685-4,TERMICIDOL,5351.019807/2021-08,3.5685.0047.001-1,PRODUTO DE VENDA LIVRE,01/2032,FRASCO PLÁSTICO OPACO COM GATILHO + CAIXA DE PAPELAO,24 Meses,3206017 INSETICIDA DE VENDA LIVRE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
131,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Ipanema Indústria de Produtos Veterinários Ltda.,3.02380-0,ATRATEX MATA CUPIM,5351.853697/2021-06,3.2380.0036.001-1,PRODUTO DE VENDA LIVRE,01/2032,LATA AEROSSOL + CAIXA DE PAPELAO,24 Meses,3206017 INSETICIDA DE VENDA LIVRE,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
132,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME,3.04981-0,ITA DESINFETANTE,5351.277578/2020-55,3.4981.0010.002-6,PRODUTO DE VENDA LIVR,02/2031,ITA DESINFETANTE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,4282564/21-1,ERVA DOCE
133,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME,3.04981-0,ITA DESINFETANTE,5351.277578/2020-55,3.4981.0010.003-4,PRODUTO DE VENDA LIVR,02/2031,ITA DESINFETANTE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,4282564/21-1,EUCALIPTO
134,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME,3.04981-0,ITA DESINFETANTE,5351.277578/2020-55,3.4981.0010.004-2,PRODUTO DE VENDA LIVR,02/2031,ITA DESINFETANTE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,4282564/21-1,FLORAL
135,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME,3.04981-0,ITA DESINFETANTE,5351.277578/2020-55,3.4981.0010.005-0,PRODUTO DE VENDA LIVR,02/2031,ITA DESINFETANTE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,4282564/21-1,LAVANDA
136,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",ITAQUIMICA COMERCIO E INDUSTRIA EIRELI ME,3.04981-0,ITA DESINFETANTE,5351.277578/2020-55,3.4981.0010.006-9,PRODUTO DE VENDA LIVR,02/2031,ITA DESINFETANTE + FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO,24 Meses,3205061 DESINFETANTE PARA USO GERAL,331 REG. SANEANTES - Nova versão de Produto,4282564/21-1,TALCO
137,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO PLASTICO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
138,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
139,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLÁSTICA TRANSLÚCIDA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
140,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.004-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA OPACA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
141,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.005-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
142,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.006-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
143,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.007-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,TAMBOR PLASTICO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX20
144,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.008-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO PLASTICO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
145,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.009-2,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
146,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.010-6,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA OPACA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
147,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.011-4,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLÁSTICA TRANSLÚCIDA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
148,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.013-0,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
149,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.014-9,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
150,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.015-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,TAMBOR PLASTICO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX40
151,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.016-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
152,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.017-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO PLASTICO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
153,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.018-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA OPACA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
154,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.019-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,TAMBOR PLASTICO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
155,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.020-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,BOMBONA PLASTICA TRANSLUCIDA,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
156,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.021-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,GALAO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
157,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",J.C. SILVA - PRODUTOS DE LIMPEZA,3.09704-5,INTER X,5351.322214/2021-18,3.9704.0003.022-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,FRASCO,24 Meses,3222029 DESINCRUSTANTE ÁCIDO,30020 REG. SANEANTES - Registro de produtos saneantes,4300320/21-6,IX100
158,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",JT ECOBIO COMÉRCIO E EXPORTAÇÃO DE ÓLEO E DERIVADOS LTDA,3.10638-8,ÁGUA SANITÁRIA VIVA CLEAN,5351.011034/2022-94,3.0638.0001.001-3,PRODUTO DE VENDA LIVRE,01/2032,FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
159,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",JT ECOBIO COMÉRCIO E EXPORTAÇÃO DE ÓLEO E DERIVADOS LTDA,3.10638-8,ÁGUA SANITÁRIA VIVA CLEAN,5351.011034/2022-94,3.0638.0001.002-1,PRODUTO DE VENDA LIVRE,01/2032,BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3103033 ÁGUA SANITÁRIA,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
160,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
161,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.002-5,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
162,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.003-3,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
163,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.004-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
164,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.005-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
165,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",KIOLA INDUSTRIA E COMERCIO LTDA,3.01086-1,TinoFood DPA,5351.009494/2022-52,3.1086.0031.006-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/2032,. + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,6 Meses,3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
